author,sloc,McCab,Hv,Hd,He,loc_add,loc_remove,nfunctions,commit_age,num_commits,commitdate,class
3,37,0,305.026,7.69231,2346.35,2,2,0,4,2,1346150010,1
2,162,7,2006.51,46.375,93052.1,12,10,1,6,3,1346309053,1
2,37,0,305.026,7.69231,2346.35,9,9,0,6,3,1346309053,1
2,68,5,597.25,14.6875,8772.12,7,7,0,122,8,1346313936,1
2,23,0,162.848,5.86667,955.376,5,5,0,122,8,1346313936,1
2,58,0,960,14.6489,14063,210,0,0,0,0,1346334675,1
2,31,0,518.646,7.2,3734.25,102,0,0,0,0,1346334676,1
2,315,10,6458.11,46.209,298423,672,0,0,0,0,1346336723,1
2,43,0,999.073,6.4918,6485.79,116,0,0,0,0,1346336724,1
2,175,19,5414.29,52.1186,282186,541,33,0,125,1,1346337985,1
2,27,0,310.335,6.48,2010.97,16,24,0,125,1,1346337985,1
2,178,19,5454.39,52.0833,284083,15,28,0,130,2,1346740784,1
2,31,0,328.274,6.57692,2159.03,10,4,0,130,2,1346740784,1
4,112,0,2281.32,18.6667,42584.7,347,0,0,0,0,1346764561,1
4,36,0,838.778,7.76471,6512.87,107,0,0,0,0,1346764561,1
2,162,7,2006.51,46.375,93052.1,4,4,1,18,4,1347359209,1
2,37,0,305.026,7.69231,2346.35,2,2,0,18,4,1347359209,1
2,178,19,5454.39,52.0833,284083,2,2,0,137,3,1347359213,1
2,31,0,328.274,6.57692,2159.03,1,1,0,137,3,1347359213,1
2,315,10,6458.11,46.209,298423,2,2,0,12,1,1347359213,1
2,43,0,999.073,6.4918,6485.79,1,1,0,12,1,1347359213,1
2,58,0,960,14.6489,14063,2,2,0,12,1,1347359214,1
2,31,0,518.646,7.2,3734.25,1,1,0,12,1,1347359214,1
2,68,5,597.25,14.6875,8772.12,2,2,0,134,9,1347359214,1
2,23,0,162.848,5.86667,955.376,1,1,0,134,9,1347359215,1
2,112,0,2281.32,18.6667,42584.7,2,2,0,7,1,1347359215,1
2,36,0,838.778,7.76471,6512.87,1,1,0,7,1,1347359216,1
2,127,6,1437.37,34.8387,50076,4,4,1,18,4,1347359216,1
2,32,0,277.442,7.82609,2171.28,2,2,0,18,4,1347359216,1
2,68,5,597.25,14.6875,8772.12,13,13,0,134,10,1347373707,1
2,23,0,162.848,5.86667,955.376,4,4,0,134,10,1347373707,1
2,162,7,2006.51,46.375,93052.1,14,14,1,18,5,1347379541,1
2,37,0,305.026,7.69231,2346.35,11,11,0,18,5,1347379541,1
2,127,6,1437.37,34.8387,50076,19,19,1,19,5,1347431285,1
2,32,0,277.442,7.82609,2171.28,13,13,0,19,5,1347431285,1
2,162,7,2006.51,46.375,93052.1,1,1,1,19,6,1347440102,1
2,37,0,305.026,7.69231,2346.35,1,1,0,19,6,1347440102,1
2,112,0,2281.32,18.6667,42584.7,72,72,0,9,2,1347523721,1
2,36,0,838.778,7.76471,6512.87,23,23,0,9,2,1347523721,1
2,178,18,5439.86,52.9661,288128,40,40,0,139,4,1347524378,1
2,31,0,328.274,6.57692,2159.03,10,10,0,139,4,1347524378,1
2,316,10,6458.11,46.209,298423,82,81,0,14,2,1347526217,1
2,44,0,999.073,6.4918,6485.79,20,19,0,14,2,1347526217,1
4,59,0,960,14.6489,14063,43,42,0,14,2,1347530209,1
4,31,0,518.646,7.2,3734.25,16,16,0,14,2,1347530209,1
4,59,0,960,14.6489,14063,1,1,0,14,3,1347530348,1
4,31,0,518.646,7.2,3734.25,1,1,0,14,3,1347530348,1
2,178,19,5454.39,52.0833,284083,4,4,0,139,5,1347532497,1
2,31,0,328.274,6.57692,2159.03,1,1,0,139,5,1347532497,1
2,180,19,5556.94,53.3333,296370,11,5,0,152,6,1348643479,1
2,31,0,328.274,6.57692,2159.03,1,1,0,152,6,1348643479,1
2,60,0,1015.46,14.5714,14796.7,10,8,0,27,4,1348644283,1
2,31,0,518.646,7.2,3734.25,5,5,0,27,4,1348644283,1
3,317,10,6582.23,46.4431,305699,15,10,0,27,3,1348657022,1
3,44,0,999.073,6.4918,6485.79,5,5,0,27,3,1348657022,1
2,165,7,2075.76,45.9744,95431.6,25,18,1,33,7,1348664294,1
2,37,0,305.026,7.69231,2346.35,4,4,0,33,7,1348664294,1
2,57,3,381.473,8.8421,3373.03,46,89,1,165,11,1350043357,1
2,19,0,39.8631,3.5,139.521,4,8,0,165,11,1350043357,1
2,53,0,444.677,9.07407,4035.03,14,59,1,49,5,1350561861,1
2,19,0,39.8631,3.5,139.521,2,1,0,49,5,1350561861,1
3,157,14,4889.62,43.3774,212099,100,228,1,174,7,1350563722,1
3,26,0,85.9516,4.33333,372.457,6,1,0,174,7,1350563722,1
2,263,9,3669.02,33.2418,121965,159,282,1,49,4,1350571637,1
2,27,0,76.1471,4.125,314.107,6,2,0,49,4,1350571637,1
3,66,0,276.905,5.09091,1409.7,28,20,1,45,3,1350636313,1
3,19,0,39.8631,3.5,139.521,6,2,0,45,3,1350636313,1
2,66,0,276.905,5.09091,1409.7,7,7,1,48,4,1350906480,1
2,19,0,39.8631,3.5,139.521,5,5,0,48,4,1350906480,1
3,346,14,5111.03,35.6195,182052,197,15,1,67,5,1352124332,1
3,30,0,93.7654,4.33333,406.317,8,5,0,67,5,1352124332,1
3,127,6,1401.83,35.7,50045.2,10,10,1,74,6,1352213495,1
3,32,0,275,8.18182,2250,8,8,0,74,6,1352213495,1
3,154,9,2032.28,40.5122,82331.9,161,161,1,75,8,1352278714,1
3,38,0,307.358,7.59259,2333.64,13,12,0,75,8,1352278714,1
3,323,13,4826.14,35.0917,169358,130,166,1,69,6,1352282490,1
3,29,0,89.8585,4.33333,389.387,1,2,0,69,6,1352282490,1
3,398,14,6462.56,40.3,260441,277,96,1,70,7,1352384231,1
3,33,0,118.536,4.63636,549.578,5,1,0,70,7,1352384231,1
3,398,14,6462.56,40.3,260441,3,3,1,70,8,1352385102,1
3,33,0,118.536,4.63636,549.578,1,1,0,70,8,1352385103,1
3,398,14,6471.13,39.9802,258717,10,9,1,71,9,1352450826,1
3,33,0,118.536,4.63636,549.578,1,1,0,71,9,1352450826,1
2,58,4,353.108,9.21053,3252.31,171,0,1,0,0,1353332457,0
2,19,0,39.8631,3.5,139.521,90,0,0,0,0,1353332457,1
2,58,4,353.108,9.21053,3252.31,1,1,1,0,2,1353335304,0
2,19,0,39.8631,3.5,139.521,1,1,0,0,2,1353335304,1
2,64,4,386.647,10.15,3924.47,13,4,1,0,1,1353339577,0
2,19,0,39.8631,3.5,139.521,1,1,0,0,1,1353339577,1
3,433,15,7115.44,41.4179,294706,321,258,1,82,10,1353418647,1
3,35,0,133.438,4.75,633.829,3,1,0,82,10,1353418647,1
2,66,0,276.905,5.09091,1409.7,6,6,1,77,5,1353425580,1
2,19,0,39.8631,3.5,139.521,1,1,0,77,5,1353425580,1
2,154,14,4837.22,45.32,219223,88,95,1,209,8,1353570753,1
2,19,0,39.8631,3.5,139.521,7,1,0,209,8,1353570753,1
2,53,0,444.677,9.07407,4035.03,5,5,1,84,6,1353571767,1
2,19,0,39.8631,3.5,139.521,3,3,0,84,6,1353571767,1
3,451,16,7451.61,41.9384,312509,72,41,1,89,11,1354029311,1
3,35,0,133.438,4.75,633.829,3,3,0,89,11,1354029311,1
4,501,22,8029.95,41.0483,329616,164,129,1,99,12,1354871487,1
4,33,0,118.536,4.63636,549.578,5,7,0,99,12,1354871487,1
4,501,22,8007.75,40.9655,328042,6,8,1,102,13,1355131694,1
4,33,0,118.536,4.63636,549.578,1,1,0,102,13,1355131694,1
2,472,19,7598.58,38.6893,293984,20,58,1,102,14,1355149543,1
2,33,0,118.536,4.63636,549.578,5,5,0,102,14,1355149543,1
2,154,9,2032.28,40.5122,82331.9,9,9,1,117,9,1355914590,1
2,38,0,307.358,7.59259,2333.64,7,7,0,117,9,1355914590,1
4,127,6,1401.83,35.7,50045.2,7,7,1,117,7,1355920432,1
4,32,0,275,8.18182,2250,7,7,0,117,7,1355920432,1
4,64,4,386.647,10.15,3924.47,9,9,1,30,3,1355921658,0
4,19,0,39.8631,3.5,139.521,7,7,0,30,3,1355921658,1
4,57,3,381.473,8.8421,3373.03,9,9,1,233,12,1355922537,1
4,19,0,39.8631,3.5,139.521,7,7,0,233,12,1355922537,1
3,154,14,4837.22,45.32,219223,7,7,1,236,9,1355923732,1
3,19,0,39.8631,3.5,139.521,5,5,0,236,9,1355923732,1
4,53,0,444.677,9.07407,4035.03,5,5,1,111,7,1355924391,1
4,19,0,39.8631,3.5,139.521,5,5,0,111,7,1355924391,1
4,472,19,7598.58,38.6893,293984,7,7,1,111,15,1355924880,1
4,33,0,118.536,4.63636,549.578,5,5,0,111,15,1355924880,1
3,66,0,276.905,5.09091,1409.7,9,9,1,106,6,1355925346,1
3,19,0,39.8631,3.5,139.521,7,7,0,106,6,1355925346,1
4,19,0,39.8631,3.5,139.521,5,5,0,276,10,1359382553,1
4,153,10,3276,28.2128,92425,326,410,1,276,10,1359382650,1
2,19,0,39.8631,3.5,139.521,5,5,0,277,13,1359727799,1
2,64,4,545,8.90476,4853.1,32,16,1,277,13,1359727800,1
3,127,6,1401.83,35.7,50045.2,5,5,1,164,8,1359979254,1
3,32,0,275,8.18182,2250,5,5,0,164,8,1359979254,1
3,154,9,2032.28,40.5122,82331.9,5,5,1,164,10,1359979457,1
3,38,0,307.358,7.59259,2333.64,5,5,0,164,10,1359979457,1
3,127,6,1401.83,35.7,50045.2,1,1,1,165,9,1360050977,1
3,32,0,275,8.18182,2250,1,1,0,165,9,1360050977,1
3,154,9,2032.28,40.5122,82331.9,1,1,1,165,11,1360054913,1
3,38,0,307.358,7.59259,2333.64,1,1,0,165,11,1360054914,1
3,251,5,7275.17,29.3363,213427,473,29,1,160,8,1360158464,0
3,19,0,39.8631,3.5,139.521,5,5,0,160,8,1360158464,1
4,19,0,39.8631,3.5,139.521,1,1,0,286,11,1360227536,1
4,153,10,3276,28.2128,92425,11,11,1,286,11,1360227539,1
3,251,5,7415.62,29.6372,219778,13,17,1,161,9,1360230546,0
3,19,0,39.8631,3.5,139.521,1,1,0,161,9,1360230546,1
3,251,5,7415.62,29.6372,219778,3,3,1,161,10,1360231265,0
3,19,0,39.8631,3.5,139.521,1,1,0,161,10,1360231265,1
4,19,0,39.8631,3.5,139.521,1,1,0,286,12,1360242437,1
4,153,11,3252,28.2128,91747.9,8,8,1,286,12,1360242438,1
3,251,5,7380.51,29.6372,218737,2,4,1,166,11,1360658058,0
3,19,0,39.8631,3.5,139.521,1,1,0,166,11,1360658058,1
2,251,5,7310.28,29.4867,215556,10,10,1,167,12,1360757760,0
2,19,0,39.8631,3.5,139.521,5,5,0,167,12,1360757760,1
4,392,19,5959.46,41.3466,246403,785,0,1,0,0,1360931387,1
4,19,0,39.8631,3.5,139.521,90,0,0,0,0,1360931387,1
2,329,12,4697.12,27.8098,130626,530,36,1,91,4,1361185893,0
2,19,0,39.8631,3.5,139.521,5,5,0,91,4,1361185894,1
2,329,12,4697.12,27.8098,130626,3,3,1,91,5,1361186011,0
2,19,0,39.8631,3.5,139.521,1,1,0,91,5,1361186011,1
3,787,14,17838.7,43.4871,775755,1482,586,1,175,16,1361431573,1
3,55,0,298.056,5.31818,1585.12,27,5,0,175,16,1361431573,1
2,210,13,2174.75,21.9355,47704.2,361,0,1,0,0,1361435356,1
2,21,0,44.9726,4.2,188.885,92,0,0,0,0,1361435356,1
2,81,0,380.549,4.59375,1748.15,20,5,1,170,7,1361454208,1
2,19,0,39.8631,3.5,139.521,5,5,0,170,7,1361454208,1
2,392,19,5959.46,41.3466,246403,7,7,1,7,1,1361532830,1
2,19,0,39.8631,3.5,139.521,5,5,0,7,1,1361532830,1
2,19,0,39.8631,3.5,139.521,5,5,0,301,13,1361532859,1
2,153,11,3252,28.2128,91747.9,7,7,1,301,13,1361532860,1
3,252,5,7366.46,29.5619,217767,32,29,1,181,13,1361976323,0
3,19,0,39.8631,3.5,139.521,5,5,0,181,13,1361976323,1
4,19,0,39.8631,3.5,139.521,5,5,0,307,14,1362038163,1
4,209,15,3762.05,32.6667,122894,65,5,1,307,14,1362038164,1
3,252,5,7516.37,29.3435,220556,11,9,1,182,14,1362067924,0
3,19,0,39.8631,3.5,139.521,1,1,0,182,14,1362067925,1
3,787,14,17838.7,43.4871,775755,3,3,1,183,17,1362126274,1
3,55,0,298.056,5.31818,1585.12,1,1,0,183,17,1362126274,1
3,251,5,7214.55,29.2946,211348,25,28,1,187,15,1362483157,0
3,19,0,39.8631,3.5,139.521,1,1,0,187,15,1362483157,1
3,251,5,7214.55,29.2946,211348,4,4,1,187,16,1362488008,0
3,19,0,39.8631,3.5,139.521,1,1,0,187,16,1362488008,1
3,252,5,7310.28,29.1858,213357,12,8,1,187,17,1362498581,0
3,19,0,39.8631,3.5,139.521,1,1,0,187,17,1362498582,1
3,813,18,18204.8,43.9131,799429,96,36,1,188,18,1362583770,1
3,55,0,298.056,5.31818,1585.12,1,1,0,188,18,1362583770,1
3,813,18,18244.8,43.9131,801187,7,5,1,193,19,1362991706,1
3,55,0,298.056,5.31818,1585.12,1,1,0,193,19,1362991706,1
3,813,18,18244.8,43.9131,801187,7,7,1,197,20,1363334943,1
3,55,0,298.056,5.31818,1585.12,1,1,0,197,20,1363334943,1
4,127,6,1401.83,35.7,50045.2,5,5,1,207,10,1363692340,1
4,32,0,275,8.18182,2250,5,5,0,207,10,1363692340,1
4,127,6,1401.83,35.7,50045.2,1,1,1,207,11,1363692586,1
4,32,0,275,8.18182,2250,1,1,0,207,11,1363692586,1
4,154,9,2032.28,40.5122,82331.9,5,5,1,207,12,1363692737,1
4,38,0,307.358,7.59259,2333.64,5,5,0,207,12,1363692737,1
4,19,0,39.8631,3.5,139.521,1,1,0,326,15,1363693407,1
4,209,15,3762.05,32.6667,122894,3,3,1,326,15,1363693412,1
4,55,0,298.056,5.31818,1585.12,5,5,0,201,21,1363693860,1
4,813,18,18244.8,43.9131,801187,7,7,1,201,21,1363693872,1
4,19,0,39.8631,3.5,139.521,5,5,0,201,18,1363694368,1
4,252,5,7310.28,29.1858,213357,7,7,1,201,18,1363694370,0
2,64,4,545,8.90476,4853.1,3,3,1,323,14,1363694894,1
2,19,0,39.8631,3.5,139.521,1,1,0,323,14,1363694894,1
4,19,0,39.8631,3.5,139.521,5,5,0,120,6,1363695115,1
4,329,12,4697.12,27.8098,130626,5,5,1,120,6,1363695116,0
4,21,0,44.9726,4.2,188.885,5,5,0,26,1,1363695468,1
4,210,13,2174.75,21.9355,47704.2,7,7,1,26,1,1363695472,1
4,19,0,39.8631,3.5,139.521,5,5,0,32,2,1363696313,1
4,392,19,5959.46,41.3466,246403,5,5,1,32,2,1363696314,1
4,19,0,39.8631,3.5,139.521,5,5,0,196,8,1363703002,1
4,81,0,380.549,4.59375,1748.15,7,7,1,196,8,1363703004,1
2,331,12,4801.2,27.8763,133840,26,15,1,121,7,1363763811,0
2,19,0,39.8631,3.5,139.521,5,5,0,121,7,1363763811,1
2,338,13,5007.48,28.3936,142181,67,38,1,122,8,1363860062,0
2,19,0,39.8631,3.5,139.521,1,1,0,122,8,1363860062,1
4,19,0,39.8631,3.5,139.521,1,1,0,35,3,1363937028,1
4,391,19,5892.04,41.0227,241708,6,1,1,35,3,1363937029,1
2,242,11,3364.92,24.8544,83633.1,220,138,1,32,2,1364230394,1
2,19,0,39.8631,3.5,139.521,5,7,0,32,2,1364230394,1
2,127,6,1401.83,35.7,50045.2,5,5,1,214,12,1364291282,1
2,32,0,275,8.18182,2250,5,5,0,214,12,1364291283,1
2,154,9,2032.28,40.5122,82331.9,5,5,1,214,13,1364291525,1
2,38,0,307.358,7.59259,2333.64,5,5,0,214,13,1364291526,1
2,127,6,1401.83,35.7,50045.2,1,1,1,214,13,1364291595,1
2,32,0,275,8.18182,2250,1,1,0,214,13,1364291596,1
2,154,9,2032.28,40.5122,82331.9,1,1,1,214,14,1364291653,1
2,38,0,307.358,7.59259,2333.64,1,1,0,214,14,1364291655,1
2,242,11,3364.92,24.8544,83633.1,3,3,1,33,3,1364291796,1
2,19,0,39.8631,3.5,139.521,1,1,0,33,3,1364291797,1
2,813,18,18244.8,43.9131,801187,7,7,1,208,22,1364291916,1
2,55,0,298.056,5.31818,1585.12,5,5,0,208,22,1364291917,1
2,209,15,3762.05,32.6667,122894,7,7,1,333,16,1364292123,1
2,19,0,39.8631,3.5,139.521,5,5,0,333,16,1364292125,1
2,252,5,7310.28,29.1858,213357,7,7,1,208,19,1364292192,0
2,19,0,39.8631,3.5,139.521,5,5,0,208,19,1364292193,1
2,391,19,5892.04,41.0227,241708,7,7,1,39,4,1364292546,1
2,19,0,39.8631,3.5,139.521,5,5,0,39,4,1364292547,1
2,338,13,5007.48,28.3936,142181,1,1,1,127,9,1364298530,0
2,19,0,39.8631,3.5,139.521,1,1,0,127,9,1364298531,1
2,64,4,545,8.90476,4853.1,3,3,1,330,15,1364298594,1
2,19,0,39.8631,3.5,139.521,1,1,0,330,15,1364298595,1
2,81,0,380.549,4.59375,1748.15,7,7,1,204,9,1364373201,1
2,19,0,39.8631,3.5,139.521,5,5,0,204,9,1364373202,1
2,130,6,1465.01,35.4091,51874.8,13,6,1,215,14,1364393863,1
2,32,0,275,8.18182,2250,3,3,0,215,14,1364393865,1
2,154,9,2032.28,40.5122,82331.9,6,5,1,215,15,1364393912,1
2,38,0,307.358,7.59259,2333.64,2,2,0,215,15,1364393913,1
2,19,0,39.8631,3.5,139.521,2,2,0,34,4,1364393985,1
2,209,15,3762.05,32.6667,122894,4,4,1,334,17,1364394672,1
2,19,0,39.8631,3.5,139.521,2,2,0,334,17,1364394673,1
2,252,5,7310.28,29.1858,213357,14,8,1,209,20,1364394760,0
2,19,0,39.8631,3.5,139.521,2,2,0,209,20,1364394761,1
2,338,13,5007.48,28.3936,142181,11,6,1,128,10,1364395172,0
2,19,0,39.8631,3.5,139.521,2,2,0,128,10,1364395174,1
2,64,4,545,8.90476,4853.1,4,4,1,331,16,1364395241,1
2,19,0,39.8631,3.5,139.521,2,2,0,331,16,1364395242,1
2,391,19,5892.04,41.0227,241708,27,13,1,40,5,1364395419,1
2,19,0,39.8631,3.5,139.521,2,2,0,40,5,1364395420,1
2,75,0,348.837,4.15625,1449.85,4,1,1,204,10,1364395791,1
2,19,0,39.8631,3.5,139.521,2,2,0,204,10,1364395793,1
3,810,18,17900.6,43.3347,775717,65,40,1,215,23,1364886208,1
3,55,0,298.056,5.31818,1585.12,6,6,0,215,23,1364886209,1
3,811,18,17937.1,43.2848,776406,12,12,1,215,24,1364911629,1
3,55,0,298.056,5.31818,1585.12,1,1,0,215,24,1364911630,1
3,250,11,3512.41,25.2901,88829.3,17,9,1,43,5,1365148370,1
3,19,0,39.8631,3.5,139.521,5,5,0,43,5,1365148371,1
2,130,6,1465.01,35.4091,51874.8,1,1,1,229,15,1365579778,1
2,32,0,275,8.18182,2250,1,1,0,229,15,1365579780,1
2,154,9,2032.28,40.5122,82331.9,1,1,1,229,16,1365579830,1
2,38,0,307.358,7.59259,2333.64,1,1,0,229,16,1365579831,1
2,250,11,3512.41,25.2901,88829.3,7,7,1,48,6,1365579904,1
2,19,0,39.8631,3.5,139.521,5,5,0,48,6,1365579905,1
2,811,18,17937.1,43.2848,776406,7,7,1,223,25,1365580088,1
2,55,0,298.056,5.31818,1585.12,5,5,0,223,25,1365580089,1
2,209,15,3762.05,32.6667,122894,3,3,1,348,18,1365580368,1
2,19,0,39.8631,3.5,139.521,1,1,0,348,18,1365580369,1
2,252,5,7310.28,29.1858,213357,3,3,1,223,21,1365580461,0
2,19,0,39.8631,3.5,139.521,1,1,0,223,21,1365580462,1
2,338,13,5007.48,28.3936,142181,3,3,1,142,11,1365580911,0
2,19,0,39.8631,3.5,139.521,1,1,0,142,11,1365580913,1
2,64,4,545,8.90476,4853.1,3,3,1,345,17,1365580980,1
2,19,0,39.8631,3.5,139.521,1,1,0,345,17,1365580981,1
2,391,19,5892.04,41.0227,241708,3,3,1,54,6,1365581171,1
2,19,0,39.8631,3.5,139.521,1,1,0,54,6,1365581172,1
2,75,0,348.837,4.15625,1449.85,1,1,1,218,11,1365581598,1
2,19,0,39.8631,3.5,139.521,1,1,0,218,11,1365581600,1
2,130,6,1465.01,35.4091,51874.8,1,1,1,237,16,1366285704,1
2,32,0,275,8.18182,2250,1,1,0,237,16,1366285706,1
2,154,9,2032.28,40.5122,82331.9,1,1,1,237,17,1366285773,1
2,38,0,307.358,7.59259,2333.64,1,1,0,237,17,1366285775,1
2,250,11,3512.41,25.2901,88829.3,1,1,1,56,7,1366285871,1
2,19,0,39.8631,3.5,139.521,1,1,0,56,7,1366285872,1
2,811,18,17937.1,43.2848,776406,1,1,1,231,26,1366286078,1
2,55,0,298.056,5.31818,1585.12,1,1,0,231,26,1366286080,1
2,209,15,3762.05,32.6667,122894,1,1,1,356,19,1366286399,1
2,19,0,39.8631,3.5,139.521,1,1,0,356,19,1366286400,1
2,252,5,7310.28,29.1858,213357,1,1,1,231,22,1366286505,0
2,19,0,39.8631,3.5,139.521,1,1,0,231,22,1366286507,1
2,338,13,5007.48,28.3936,142181,1,1,1,150,12,1366287006,0
2,19,0,39.8631,3.5,139.521,1,1,0,150,12,1366287008,1
2,64,4,545,8.90476,4853.1,1,1,1,353,18,1366287086,1
2,19,0,39.8631,3.5,139.521,1,1,0,353,18,1366287088,1
2,391,19,5892.04,41.0227,241708,1,1,1,62,7,1366287305,1
2,19,0,39.8631,3.5,139.521,1,1,0,62,7,1366287306,1
2,81,0,380.549,4.59375,1748.15,7,1,1,226,12,1366287747,1
2,19,0,39.8631,3.5,139.521,1,1,0,226,12,1366287749,1
2,130,6,1465.01,35.4091,51874.8,1,1,1,249,17,1367321475,1
2,32,0,275,8.18182,2250,1,1,0,249,17,1367321476,1
2,154,9,2032.28,40.5122,82331.9,1,1,1,249,18,1367321537,1
2,38,0,307.358,7.59259,2333.64,1,1,0,249,18,1367321538,1
2,250,11,3512.41,25.2901,88829.3,1,1,1,68,8,1367321631,1
2,19,0,39.8631,3.5,139.521,1,1,0,68,8,1367321633,1
2,811,18,17937.1,43.2848,776406,1,1,1,243,27,1367321842,1
2,55,0,298.056,5.31818,1585.12,1,1,0,243,27,1367321843,1
2,209,15,3762.05,32.6667,122894,1,1,1,368,20,1367322163,1
2,19,0,39.8631,3.5,139.521,1,1,0,368,20,1367322165,1
2,252,5,7310.28,29.1858,213357,1,1,1,243,23,1367322273,0
2,19,0,39.8631,3.5,139.521,1,1,0,243,23,1367322275,1
2,338,13,5007.48,28.3936,142181,1,1,1,162,13,1367323048,0
2,19,0,39.8631,3.5,139.521,1,1,0,162,13,1367323050,1
2,64,4,545,8.90476,4853.1,1,1,1,365,19,1367323132,1
2,19,0,39.8631,3.5,139.521,1,1,0,365,19,1367323134,1
2,391,19,5892.04,41.0227,241708,1,1,1,74,8,1367323389,1
2,19,0,39.8631,3.5,139.521,1,1,0,74,8,1367323391,1
2,81,0,380.549,4.59375,1748.15,1,1,1,238,13,1367323845,1
2,19,0,39.8631,3.5,139.521,1,1,0,238,13,1367323847,1
4,19,0,39.8631,3.5,139.521,5,5,0,389,21,1369123964,1
4,205,15,3775.94,31.6389,119467,61,79,1,389,21,1369123966,1
3,252,5,7310.28,29.1858,213357,6,6,1,264,24,1369137225,1
3,19,0,39.8631,3.5,139.521,5,5,0,264,24,1369137225,1
4,55,0,298.056,5.31818,1585.12,5,5,0,267,28,1369398482,1
4,811,17,17881.1,43.2405,773186,12,16,1,267,28,1369398485,1
2,19,0,39.8631,3.5,139.521,5,5,0,270,25,1369647393,1
2,253,5,7434.33,29.2281,217291,20,11,1,270,25,1369647395,1
2,253,5,7434.33,29.2281,217291,3,3,1,270,26,1369647644,1
2,19,0,39.8631,3.5,139.521,1,1,0,270,26,1369647646,1
3,253,5,7474.1,29.1217,217659,7,7,1,280,27,1370512739,1
3,19,0,39.8631,3.5,139.521,5,5,0,280,27,1370512739,1
3,251,5,7316.33,28.6509,209619,365,391,1,292,28,1371560423,1
3,19,0,39.8631,3.5,139.521,1,1,0,292,28,1371560423,1
3,251,5,7316.33,28.6509,209619,3,3,1,292,29,1371562512,1
3,19,0,39.8631,3.5,139.521,1,1,0,292,29,1371562513,1
2,19,0,39.8631,3.5,139.521,1,1,0,118,9,1371628675,1
2,251,11,4287.57,22.1739,95072.3,153,141,1,118,9,1371628678,1
2,180,7,2790.72,26.85,74930.8,351,0,1,0,0,1371739699,1
2,19,0,39.8631,3.5,139.521,90,0,0,0,0,1371739699,1
2,19,0,39.8631,3.5,139.521,1,1,0,1,1,1371798610,1
2,171,6,1875.25,21.8571,40987.7,39,49,1,1,1,1371798611,1
3,717,17,16165.2,42.1927,682052,1075,1358,1,295,29,1371802489,1
3,49,0,246.124,5.21053,1282.44,5,1,0,295,29,1371802490,1
3,193,14,3652.9,31.7115,115839,351,393,1,420,22,1371814468,1
3,19,0,39.8631,3.5,139.521,5,5,0,420,22,1371814468,1
4,37,0,333.403,8.4,2800.59,16,7,0,305,18,1372148801,1
4,126,6,1396.24,35.7,49845.8,10,18,1,305,18,1372148802,1
2,19,0,39.8631,3.5,139.521,1,1,0,124,10,1372162619,1
2,247,11,4252.05,22.1703,94269.3,82,86,1,124,10,1372162621,1
4,150,9,1958.92,40.6184,79568.2,105,116,1,305,19,1372163864,1
4,38,0,307.358,7.59259,2333.64,8,8,0,305,19,1372163864,1
